pressure0,interval,gapX,gapY,gap,pos_x,pos_y,msec,v_x,v_y,v,aX,aY,a,Mode
0.314453125,1570,0,-0.967437744,0.967437744,479.7519836,448.2738342,11.60000002,0,-0.083399805,0.083399805,0,-0.007189638,0.007189638,pen
0.280273438,114.7,0,0.967407227,0.967407227,490.3935852,444.8879089,12.10000002,0,0.07995101,0.07995101,0,0.006607521,0.006607521,pen
0.193359375,119.4,-0.967407227,0.483703613,1.08159416,483.13797,464.2362366,15.70000005,-0.061618294,0.030809147,0.068891348,-0.003924732,0.001962366,0.004387984,pen
0.309570313,223,-0.483764648,0.483703613,0.68410337,523.2857361,444.8879089,13,-0.037212665,0.03720797,0.052623336,-0.002862513,0.002862152,0.004047949,pen
0.486328125,113.6,0,-0.483734131,0.483734131,526.1880188,448.2738342,11.5,0,-0.042063837,0.042063837,0,-0.003657725,0.003657725,pen
0.174804688,81.69999993,-0.967407227,-0.483703613,1.08159416,537.3132629,436.6648865,12.30000007,-0.078650994,-0.039325497,0.087934484,-0.00639439,-0.003197195,0.007149145,pen
0.4375,134.6,-0.483642578,0,0.483642578,526.1880188,451.6598206,12.39999998,-0.039003434,0,0.039003434,-0.003145438,0,0.003145438,pen
0.189453125,130.4,0,0,0,524.7368469,456.9805603,12.20000005,0,0,0,0,0,0,pen
0.249023438,165.5999999,0,0,0,532.4761658,462.7850647,12.30000007,0,0,0,0,0,0,pen
0.34765625,87.10000002,0.483703613,-0.483734131,0.68408179,532.9598694,465.2036133,12.5,0.038696289,-0.03869873,0.054726543,0.003095703,-0.003095898,0.004378123,pen
0.30078125,100.4000001,0.483703613,-0.483673096,0.684038631,532.4761658,470.040741,11.29999995,0.04280563,-0.042802929,0.060534392,0.003788109,-0.00378787,0.005357026,pen
0.615234375,79.0999999,0,0,0,529.0902405,483.1007996,11.60000002,0,0,0,0,0,0,pen
0.318359375,58.79999995,0,0,0,543.6014709,485.5193481,12.20000005,0,0,0,0,0,0,pen
0.22265625,79.79999995,0,0,0,546.5036926,490.8401489,12.20000005,0,0,0,0,0,0,pen
0.34375,4009.4,0,0,0,106.3295898,462.7850647,11.29999995,0,0,0,0,0,0,pen
0.389648438,53,0,0,0,109.2318726,468.1058655,12,0,0,0,0,0,0,pen
0.309570313,136.5,0.483673096,-0.483703613,0.684038631,100.5250854,481.1660156,11.20000005,0.043185098,-0.043187822,0.061074878,0.003855812,-0.003856056,0.005453114,pen
0.36328125,273.9000001,-0.483703613,0,0.483703613,136.8032227,463.752533,11.69999993,-0.041342189,0,0.041342189,-0.00353352,0,0.00353352,pen
0.063476563,60.39999998,0,-0.483673096,0.483673096,134.8683472,473.9103699,11.60000002,0,-0.041695956,0.041695956,0,-0.003594479,0.003594479,pen
0.403320313,132.5,0,0.483703613,0.483703613,145.9936523,459.3991394,12,0,0.040308634,0.040308634,0,0.003359053,0.003359053,pen
0.19140625,70.80000007,-0.483703613,0,0.483703613,148.4122009,454.0783386,12.19999993,-0.039647837,0,0.039647837,-0.003249823,0,0.003249823,pen
0.129882813,33.29999995,-0.483703613,0,0.483703613,154.7003784,455.0457458,13.29999995,-0.036368693,0,0.036368693,-0.002734488,0,0.002734488,pen
0.15234375,45.29999995,-0.483673096,0,0.483673096,137.2869263,471.9755554,12.80000007,-0.03778696,0,0.03778696,-0.002952106,0,0.002952106,pen
0.147460938,122.2,-0.967376709,0.483734131,1.081580513,147.9285278,469.0733032,13.0999999,-0.073845551,0.03692627,0.082563399,-0.005637065,0.002818799,0.00630255,pen
0.2578125,89.70000005,0,0,0,146.477356,477.7800903,11.79999995,0,0,0,0,0,0,pen
0.452148438,82.19999993,0,0,0,146.477356,476.8125916,15.70000005,0,0,0,0,0,0,pen
0.368164063,93.10000002,0,0,0,152.765564,475.8452148,11.60000002,0,0,0,0,0,0,pen
0.37890625,85.39999998,0,0,0,149.8632813,481.6497192,11.10000002,0,0,0,0,0,0,pen
0.34765625,69.20000005,-0.483642578,0,0.483642578,150.3470764,487.9378967,12.10000002,-0.039970461,0,0.039970461,-0.003303344,0,0.003303344,pen
0.1953125,777.6,-0.483703613,0,0.483703613,178.4020386,457.464325,12.39999998,-0.039008356,0,0.039008356,-0.003145835,0,0.003145835,pen
0.548828125,114.4,-0.483703613,0,0.483703613,177.4346619,463.752533,10.89999998,-0.044376478,0,0.044376478,-0.004071237,0,0.004071237,pen
0.217773438,82.89999998,-0.483734131,-0.483734131,0.684103368,175.98349,465.2036133,10.69999993,-0.045208798,-0.045208798,0.063934895,-0.004225121,-0.004225121,0.005975224,pen
0.39453125,94.19999993,0,0,0,182.2717285,450.2087097,12.10000002,0,0,0,0,0,0,pen
0.622070313,110.4000001,-0.483673096,0.483734131,0.684060211,191.4622192,448.7575684,11.5,-0.04205853,0.042063837,0.059483497,-0.003657263,0.003657725,0.005172478,pen
